"Player","Team","ATT","YDS","TDS","REC","YDS","TDS","FL","FPTS"
"","high","30.0","102.0","1.0","7.0","51.0","1.0","0.0","21.5"
"","low","21.7","56.4","0.0","7.0","24.7","0.0","0.1","16.1"
"Tony Jones Jr.","DEN","26.4","100.6","0.6","6.0","37.5","0.2","0.1","20.9"
"","high","41.2","168.3","1.4","7.9","57.1","0.3","0.1","35.4"
"","low","14.1","58.5","0.0","4.1","26.0","0.0","0.2","15.3"
"Hunter Luepke","DAL","18.0","51.1","0.6","6.9","47.5","0.6","0.0","20.9"
"","high","18.0","79.0","1.0","9.0","70.0","1.0","0.0","21.5"
"","low","18.0","23.2","0.3","4.8","24.9","0.3","0.0","16.3"
"Gary Brightwell","NYG","18.1","95.7","0.7","6.0","33.5","0.2","0.1","20.8"
"","high","41.3","176.3","1.5","8.0","56.5","0.3","0.0","37.8"
"","low","4.9","20.6","0.0","4.0","8.3","0.0","0.2","9.7"
"Kevin Harris","NE","31.5","125.2","0.5","3.1","31.4","0.1","0.1","20.5"
"","high","43.3","148.2","1.1","4.1","51.4","0.1","0.1","28.6"
"","low","19.7","82.0","0.0","2.1","13.2","0.0","0.2","16.6"
"John Kelly Jr.","CLE","19.0","81.5","0.5","5.8","43.4","0.3","0.2","19.7"
"","high","32.5","140.6","1.0","7.8","57.9","0.3","0.2","30.3"
"","low","5.4","22.5","0.1","3.8","28.8","0.2","0.2","9.5"
"Ty Johnson","BUF","15.3","63.3","0.2","8.3","63.9","0.2","0.2","19.3"
"","high","24.0","84.8","0.5","12.3","106.1","0.5","0.1","41.2"
"","low","6.6","28.3","0.0","4.3","31.9","0.0","0.2","12.5"
"Snoop Conner","JAC","20.8","95.0","0.8","3.2","20.1","0.1","0.1","18.3"
"","high","30.0","144.2","2.0","4.5","33.0","0.2","0.0","25.2"
"","low","11.2","47.1","0.0","2.2","2.9","0.0","0.1","12.4"
"Salvon Ahmed","MIA","31.7","97.1","0.1","4.3","52.1","0.1","0.0","18.1"
"","high","59.2","176.5","0.2","4.3","73.6","0.2","0.0","36.2"
"","low","4.3","17.8","0.0","4.3","30.5","0.0","0.0","8.9"
"Brandon Bolden","LV","20.2","67.8","0.5","5.1","46.8","0.2","0.1","17.8"
"","high","31.6","136.5","1.2","8.9","69.4","0.3","0.0","32.4"
"","low","13.1","22.8","0.0","2.4","24.1","0.0","0.2","11.7"
"Justice Hill","BAL","19.2","81.9","0.3","6.4","40.3","0.2","0.2","17.5"
"","high","38.5","162.3","0.6","7.9","51.5","0.3","0.2","30.4"
"","low","5.3","22.8","0.0","3.7","24.2","0.0","0.4","9.1"
"Brittain Brown","LV","17.3","77.2","0.6","4.1","33.6","0.1","0.0","17.1"
"","high","30.0","135.0","1.0","4.1","39.0","0.2","0.0","14.0"
"","low","4.6","19.4","0.2","4.0","28.3","0.0","0.0","8.7"
"Jonathan Williams","WAS","40.2","89.9","0.5","3.4","24.0","0.2","0.0","17.1"
"","high","40.2","170.4","1.0","6.0","40.1","0.3","0.0","29.5"
"","low","40.2","9.3","0.1","0.8","7.9","0.0","0.0","4.6"
"Reggie Gilliam","BUF","4.4","18.6","0.2","9.0","66.0","0.5","0.0","17.0"
"","high","4.4","18.6","0.2","9.0","66.0","0.5","0.0","16.6"
"","low","4.4","18.6","0.2","9.0","66.0","0.5","0.0","16.6"
"Myles Gaskin","MIA","30.3","89.5","0.1","4.4","56.2","0.1","0.4","17.0"
"","high","56.3","161.6","0.2","4.4","83.6","0.2","0.4","36.2"
"","low","4.3","17.3","0.0","4.4","28.9","0.0","0.4","8.7"
"Kirk Merritt","NO","9.1","38.7","0.3","7.4","58.1","0.3","0.1","16.9"
"","high","9.1","38.7","0.3","7.4","58.1","0.3","0.1","16.9"
"","low","9.1","38.7","0.3","7.4","58.1","0.3","0.1","16.9"
"J.J. Taylor","NE","4.4","71.2","0.5","4.5","29.5","0.2","0.1","16.3"
"","high","4.4","123.8","0.9","4.9","30.6","0.2","0.1","28.8"
"","low","4.4","18.5","0.2","4.1","28.5","0.2","0.1","8.7"
"Elijah Dotson","LAC","15.7","65.8","0.6","4.5","32.0","0.2","0.1","16.3"
"","high","15.7","65.8","0.6","4.5","32.0","0.2","0.1","16.4"
"","low","15.7","65.8","0.6","4.5","32.0","0.2","0.1","16.4"
"Alec Ingold","MIA","5.0","13.2","0.1","10.3","70.3","0.4","0.0","16.3"
"","high","6.7","17.8","0.2","17.6","128.9","0.9","0.0","26.2"
"","low","4.0","4.8","0.0","4.3","31.1","0.0","0.1","12.0"
"Lew Nichols III","GB","21.0","88.3","0.5","4.0","21.9","0.0","0.0","16.0"
"","high","33.0","150.0","1.0","4.0","34.0","0.0","0.0","15.0"
"","low","9.0","26.5","0.0","4.0","9.8","0.0","0.0","7.4"
"Ty'Son Williams","ARI","19.8","72.8","0.5","3.7","26.1","0.1","0.0","15.0"
"","high","34.0","166.0","1.0","5.0","34.5","0.2","0.0","18.5"
"","low","4.6","14.7","0.1","1.3","8.5","0.0","0.1","6.5"
"Mike Boone","HOU","21.0","74.0","0.3","3.3","29.1","0.1","0.0","14.0"
"","high","33.2","139.1","0.7","3.9","41.5","0.2","0.0","25.4"
"","low","9.4","24.7","0.0","2.2","17.2","0.0","0.1","9.6"
"Zander Horvath","LAC","6.1","14.3","0.0","5.9","24.9","1.1","0.0","13.6"
"","high","8.0","22.0","0.1","10.0","34.7","3.0","0.0","22.9"
"","low","4.3","2.9","0.0","2.9","9.1","0.1","0.0","8.3"
"Trey Sermon","PHI","21.6","74.6","0.1","3.8","35.1","0.1","0.2","13.5"
"","high","37.9","126.8","0.2","3.8","44.0","0.2","0.2","25.3"
"","low","5.3","22.4","0.0","3.8","26.2","0.0","0.2","8.4"
"Royce Freeman","LAR","12.8","67.8","0.3","4.2","26.6","0.1","0.1","13.5"
"","high","16.6","117.9","0.6","4.2","29.6","0.2","0.1","25.4"
"","low","9.0","36.4","0.0","4.1","23.0","0.0","0.2","10.5"
"C.J. Ham","MIN","6.4","18.0","0.1","8.0","46.8","0.3","0.0","13.0"
"","high","10.5","43.9","0.3","9.9","73.0","0.5","0.0","25.0"
"","low","4.0","2.2","0.0","4.6","10.5","0.0","0.1","10.8"
"Julius Chestnut","TEN","13.6","48.3","0.1","5.7","38.4","0.2","0.1","13.0"
"","high","26.8","85.0","0.2","7.7","57.4","0.3","0.1","19.0"
"","low","5.0","21.3","0.0","3.7","28.3","0.0","0.1","9.4"
"Jermar Jefferson","DET","9.8","37.0","0.3","5.2","30.9","0.2","0.1","11.9"
"","high","12.8","55.9","0.6","6.0","45.7","0.3","0.1","18.0"
"","low","4.6","19.4","0.0","4.4","12.3","0.0","0.1","9.8"
"Jonathan Ward","TEN","10.1","42.8","0.2","3.7","27.9","0.2","0.0","11.0"
"","high","10.1","42.8","0.2","3.7","27.9","0.2","0.0","11.1"
"","low","10.1","42.8","0.2","3.7","27.9","0.2","0.0","11.1"
"Patrick Ricard","BAL","5.8","16.6","0.1","7.0","43.0","0.3","0.4","10.9"
"","high","7.4","22.4","0.2","9.9","55.7","0.7","0.0","24.2"
"","low","4.7","8.8","0.0","3.7","23.6","0.0","1.2","9.4"
"La'Mical Perine","KC","4.2","17.6","0.2","5.0","35.6","0.3","0.0","10.9"
"","high","4.2","17.6","0.2","5.0","35.6","0.3","0.0","10.5"
"","low","4.2","17.6","0.2","5.0","35.6","0.3","0.0","10.5"
"Godwin Igwebuike","ATL","0.0","7.8","0.1","6.6","47.3","0.2","0.0","10.7"
"","high","0.0","7.8","0.1","6.6","47.3","0.2","0.0","17.3"
"","low","0.0","7.8","0.1","6.6","47.3","0.2","0.0","17.3"
"Trestan Ebner","CHI","16.2","54.5","0.1","3.0","25.0","0.1","0.1","10.2"
"","high","26.8","85.0","0.2","3.0","29.5","0.2","0.1","17.7"
"","low","5.7","24.0","0.0","3.0","20.5","0.0","0.1","7.6"
"Ronnie Rivers","LAR","14.3","47.0","0.0","4.1","28.4","0.1","0.1","10.1"
"","high","24.0","74.9","0.1","4.1","30.8","0.2","0.1","16.5"
"","low","4.5","19.0","0.0","4.1","26.0","0.0","0.1","8.7"
"Jake Funk","IND","8.4","35.3","0.2","3.5","24.9","0.2","0.0","9.8"
"","high","8.4","35.3","0.2","3.5","24.9","0.2","0.0","9.3"
"","low","8.4","35.3","0.2","3.5","24.9","0.2","0.0","9.3"
"Qadree Ollison","JAC","4.5","18.7","0.2","4.5","32.2","0.2","0.0","9.4"
"","high","4.5","18.7","0.2","4.5","32.2","0.2","0.0","9.3"
"","low","4.5","18.7","0.2","4.5","32.2","0.2","0.0","9.3"
"Patrick Laird","TB","4.3","18.0","0.2","4.3","31.7","0.2","0.0","9.1"
"","high","4.3","18.0","0.2","4.3","31.7","0.2","0.0","8.8"
"","low","4.3","18.0","0.2","4.3","31.7","0.2","0.0","8.8"
"Jason Cabinda","DET","4.6","12.5","0.1","4.4","33.3","0.3","0.0","9.1"
"","high","4.6","19.4","0.2","4.5","33.6","0.3","0.0","12.3"
"","low","4.6","5.7","0.1","4.3","33.1","0.2","0.0","9.9"
"Giovanni Ricci","CAR","4.7","19.7","0.2","4.1","30.0","0.2","0.0","9.1"
"","high","4.7","19.7","0.2","4.1","30.0","0.2","0.0","8.9"
"","low","4.7","19.7","0.2","4.1","30.0","0.2","0.0","8.9"
"Darrynton Evans","BUF","9.8","31.8","0.1","4.5","24.7","0.1","0.1","9.0"
"","high","15.2","45.1","0.2","4.5","33.8","0.3","0.1","11.3"
"","low","4.4","18.6","0.0","4.5","15.6","0.0","0.1","9.6"
"Spencer Brown","CAR","4.7","19.7","0.2","4.1","28.5","0.2","0.0","8.9"
"","high","4.7","19.7","0.2","4.1","28.5","0.2","0.0","8.7"
"","low","4.7","19.7","0.2","4.1","28.5","0.2","0.0","8.7"
"Larry Rountree III","HOU","4.3","17.6","0.0","4.7","35.6","0.2","0.0","8.7"
"","high","4.3","17.6","0.0","4.7","35.6","0.2","0.0","9.4"
"","low","4.3","17.6","0.0","4.7","35.6","0.2","0.0","9.4"
"Nate McCrary","GB","5.4","22.6","0.1","3.8","28.5","0.2","0.0","8.7"
"","high","5.4","22.6","0.1","3.8","28.5","0.2","0.0","8.5"
"","low","5.4","22.6","0.1","3.8","28.5","0.2","0.0","8.5"
"Gerrid Doaks","HOU","4.7","19.7","0.1","4.0","27.8","0.2","0.0","8.3"
"","high","4.7","19.7","0.1","4.0","27.8","0.2","0.0","8.3"
"","low","4.7","19.7","0.1","4.0","27.8","0.2","0.0","8.3"
"Avery Williams","ATL","5.5","23.1","0.2","3.4","22.1","0.2","0.0","8.3"
"","high","5.5","23.1","0.2","3.4","22.1","0.2","0.0","8.0"
"","low","5.5","23.1","0.2","3.4","22.1","0.2","0.0","8.0"
"Jaret Patterson","WAS","10.1","33.6","0.2","2.4","16.2","0.1","0.0","8.0"
"","high","10.1","42.5","0.2","4.0","27.2","0.2","0.0","10.6"
"","low","10.1","24.7","0.2","0.8","5.2","0.0","0.0","6.2"
"Adam Prentice","NO","4.8","16.3","0.1","4.0","23.5","0.2","0.0","7.7"
"","high","4.8","20.5","0.1","4.0","28.0","0.2","0.0","10.9"
"","low","4.8","12.1","0.1","4.0","19.1","0.2","0.0","8.3"
"Jakob Johnson","LV","4.6","10.7","0.1","4.3","21.5","0.2","0.0","7.0"
"","high","4.6","19.4","0.2","4.5","27.0","0.2","0.0","9.7"
"","low","4.6","2.0","0.0","4.1","16.0","0.2","0.0","8.6"
"Henry Pearson","GB","0.0","13.1","0.1","3.7","16.4","0.2","0.0","6.8"
"","high","0.0","13.1","0.1","3.7","16.4","0.2","0.0","10.6"
"","low","0.0","13.1","0.1","3.7","16.4","0.2","0.0","10.6"
"Michael Burton","DEN","4.7","12.1","0.1","3.4","19.2","0.2","0.0","6.6"
"","high","4.7","19.8","0.2","4.1","29.9","0.2","0.0","8.7"
"","low","4.7","4.4","0.1","2.6","8.6","0.2","0.0","7.0"
"Jack Colletto","SF","0.0","7.3","0.1","3.6","16.3","0.2","0.0","5.7"
"","high","0.0","7.3","0.1","3.6","16.3","0.2","0.0","9.4"
"","low","0.0","7.3","0.1","3.6","16.3","0.2","0.0","9.4"
"Jason Huntley","IND","5.0","14.6","0.1","2.2","17.4","0.1","0.0","5.6"
"","high","5.0","21.0","0.2","3.9","27.9","0.2","0.0","7.7"
"","low","5.0","8.2","0.1","0.6","6.9","0.0","0.0","3.6"
"Khari Blasingame","CHI","5.7","13.5","0.1","2.6","12.2","0.1","0.0","5.3"
"","high","5.7","24.2","0.2","3.0","21.3","0.2","0.0","7.6"
"","low","5.7","2.8","0.1","2.3","3.1","0.1","0.0","5.1"
"Keith Smith","ATL","5.5","12.4","0.1","2.7","11.4","0.1","0.0","5.1"
"","high","5.5","22.8","0.2","3.4","21.4","0.2","0.0","7.6"
"","low","5.5","2.0","0.0","2.1","1.4","0.1","0.0","4.5"
"Nick Bellore","SEA","4.4","9.3","0.0","2.3","15.7","0.1","0.0","4.2"
"","high","4.4","18.5","0.0","4.5","31.5","0.2","0.0","18.9"
"","low","4.4","0.0","0.0","0.0","0.0","0.0","0.0","7.6"
"Nick Bawden","NYJ","0.0","2.2","0.1","2.9","9.2","0.1","0.0","3.8"
"","high","0.0","2.2","0.1","2.9","9.2","0.1","0.0","6.7"
"","low","0.0","2.2","0.1","2.9","9.2","0.1","0.0","6.7"
"Ellis Merriweather","NO","0.0","10.2","0.1","0.5","3.7","0.0","0.0","2.3"
"","high","0.0","10.2","0.1","0.5","3.7","0.0","0.0","2.8"
"","low","0.0","10.2","0.1","0.5","3.7","0.0","0.0","2.8"
"Tyler Goodson","GB","0.0","10.2","0.1","0.5","2.6","0.0","0.0","2.2"
"","high","0.0","10.2","0.1","0.5","2.6","0.0","0.0","2.7"
"","low","0.0","10.2","0.1","0.5","2.6","0.0","0.0","2.7"
"Alex Armah Jr.","WAS","1.5","6.4","0.0","0.3","1.8","0.0","0.0","1.3"
"","high","1.5","6.4","0.0","0.3","1.8","0.0","0.0","1.3"
"","low","1.5","6.4","0.0","0.3","1.8","0.0","0.0","1.3"
"Dwayne Washington","DEN","0.0","3.6","0.0","0.5","4.4","0.0","0.0","1.1"
"","high","0.0","3.6","0.0","0.5","4.4","0.0","0.0","1.7"
"","low","0.0","3.6","0.0","0.5","4.4","0.0","0.0","1.7"
"Clint Ratkovich","ATL","0.0","0.0","0.0","0.2","1.4","0.0","0.0","0.2"
"","high","0.0","0.0","0.0","0.2","1.4","0.0","0.0","0.6"
"","low","0.0","0.0","0.0","0.2","1.4","0.0","0.0","0.6"
"Jaleel McLaughlin","DEN","23.7","73.9","0.0","0.0","27.4","0.0","0.1","0.0"
"","high","23.7","73.9","0.0","0.0","27.4","0.0","0.1","0.0"
"","low","23.7","73.9","0.0","0.0","27.4","0.0","0.1","0.0"
"Israel Abanikanda","NYJ","83.7","306.1","0.2","0.0","113.6","0.1","0.5","0.0"
"","high","83.7","306.1","0.2","0.0","113.6","0.1","0.5","0.0"
"","low","83.7","306.1","0.2","0.0","113.6","0.1","0.5","0.0"
"Kenny McIntosh","SEA","49.0","164.8","0.0","0.0","61.1","0.0","0.3","0.0"
"","high","49.0","164.8","0.0","0.0","61.1","0.0","0.3","0.0"
"","low","49.0","164.8","0.0","0.0","61.1","0.0","0.3","0.0"
"Darrel Williams","NO","36.7","117.1","0.0","0.0","72.6","0.0","0.2","0.0"
"","high","36.7","117.1","0.0","0.0","72.6","0.0","0.2","0.0"
"","low","36.7","117.1","0.0","0.0","72.6","0.0","0.2","0.0"
"Keaton Mitchell","BAL","38.0","123.7","0.0","0.0","45.9","0.0","0.2","0.0"
"","high","38.0","123.7","0.0","0.0","45.9","0.0","0.2","0.0"
"","low","38.0","123.7","0.0","0.0","45.9","0.0","0.2","0.0"
"Mohamed Ibrahim","DET","26.6","83.6","0.0","0.0","31.0","0.0","0.1","0.0"
"","high","26.6","83.6","0.0","0.0","31.0","0.0","0.1","0.0"
"","low","26.6","83.6","0.0","0.0","31.0","0.0","0.1","0.0"
""
""
